solomon_100\C101.txt,24,7878,1644.2666666666667,23.512,23.578,
solomon_100\C101.txt,13,3920,695.80625,11.84,11.929,
solomon_100\C101.txt,17,4928,902.5,7.045,7.095,
solomon_100\C101.txt,16,5165,1091.01,11.545,11.59,
solomon_100\C101.txt,18,6255,1266.74375,7.148,7.206,
solomon_100\C101.txt,23,8054,1437.91875,10.514,10.57,
solomon_100\R101.txt,31,11394,1612.725,18.359,18.415,
solomon_100\R101.txt,16,4213,916.8125,7.7,7.72,
solomon_100\R101.txt,17,5035,1029.79,3.64,3.673,
solomon_100\R101.txt,20,6777,1235.6399999999999,4.319,4.358,
solomon_100\R101.txt,21,8240,1375.3433333333337,6.545,6.584,
solomon_100\R101.txt,26,9384,1510.5895833333332,11.156,11.203,
solomon_100\RC101.txt,28,10002,1994.127777777778,18.569,18.618,
solomon_100\RC101.txt,12,3039,1124.45,1.704,1.725,
solomon_100\RC101.txt,17,4284,1349.7375,4.432,4.456,
solomon_100\RC101.txt,21,7022,1488.945,5.463,5.488,
solomon_100\RC101.txt,23,7762,1717.8375,8.508,8.549,
solomon_100\RC101.txt,24,8169,1875.3555555555554,14.839,14.888,
solomon_100\C101.txt,solomon_100\C101.txt,solomon_100\C101.txt,solomon_100\C101.txt,solomon_100\C101.txt,solomon_100\C101.txt,solomon_100\R101.txt,solomon_100\R101.txt,solomon_100\R101.txt,solomon_100\R101.txt,solomon_100\R101.txt,solomon_100\R101.txt,solomon_100\RC101.txt,solomon_100\RC101.txt,solomon_100\RC101.txt,solomon_100\RC101.txt,solomon_100\RC101.txt,solomon_100\RC101.txt,solomon_100\C101.txt,
solomon_100\C101.txt,solomon_100\C101.txt,solomon_100\C101.txt,solomon_100\C101.txt,solomon_100\C101.txt,solomon_100\C101.txt,solomon_100\R101.txt,solomon_100\R101.txt,solomon_100\R101.txt,solomon_100\R101.txt,solomon_100\R101.txt,solomon_100\R101.txt,solomon_100\RC101.txt,solomon_100\RC101.txt,solomon_100\RC101.txt,solomon_100\RC101.txt,solomon_100\RC101.txt,solomon_100\RC101.txt,solomon_100\C101.txt,solomon_100\C101.txt,
